Título,Autores,Año,Journal,DOI,URL,Fuente
Prediction of Heart Disease Using a Combination of Machine Learning and Deep Learning,"R. Bharti, A. Khamparia, Mohammad Shabaz, Gaurav Dhiman, Sagar Dhanraj Pande, Parneet Singh",2021,Computational Intelligence and Neuroscience,10.1155/2021/8387680,https://www.semanticscholar.org/paper/31cf4c96c5dd4ac5a6bbb4ac7b6bab763651624a,Semantic Scholar
Neurological and Psychiatric Disorders in Patients with Rheumatic Heart Disease: Unveiling what is Beyond Cardiac Manifestations,"L. Vasconcelos, Marcelle Cristina da Silva Bastos Vasconcelos, Francisco Biagio Murta E Di Flora, F.A.P. de Oliveira, Pedro Drummond Lima, Lucas Campos Barbosa E. Silva, Breno Camargos Mucelli Spolaor, J. L. D. da Silva, William Antônio de Magalhães Esteves, M. C. Nunes, A. L. Teixeira",2022,Global Heart,10.5334/gh.1149,https://www.semanticscholar.org/paper/f3e3fb56e51ce83eba8c868bef1f82c5e4e85a81,Semantic Scholar
Association between monocyte to high-density lipoprotein ratio and coronary heart disease in US adults in the National Health and Nutrition Examination Surveys 2009–2018,"Shaoyi Yan, Shuo Sha, Di Wang, Senjie Li, Yongping Jia",2022,Coronary Artery Disease,10.1097/MCA.0000000000001208,https://www.semanticscholar.org/paper/3fe0784c56da5e3e2ec635dd0ef875299f46ad36,Semantic Scholar
Body iron stores had no impact on coronary heart disease outcomes: a middle-aged male cohort from the general population with 21-year follow-up,"S. Barywani, Erik Östgärd Thunström, Z. Mandalenakis, P. Hansson",2022,Open Heart,10.1136/openhrt-2021-001928,https://www.semanticscholar.org/paper/57fcb777039490b079ec397217efd831105dd4e8,Semantic Scholar
Mechanisms affecting the neutrophil to lymphocyte ratio in heart failure: a prospective CMR study,"P. Thompson, M. Duckett, R. Tomoaia, W. Javed, H. Xue, C. Saunderson, P. Kellman, J. Greenwood, S. Plein, P. Swoboda",2024,European Heart Journal,10.1093/eurheartj/ehae666.994,https://www.semanticscholar.org/paper/5a9431b95ba51cdcb6d8489157d73f9efa479e21,Semantic Scholar
Comparison of 600 mg VS 300 mg clopidogrel loading dose for patients with ischemic heart disease: a meta-analysis of randomized controlled trials,"G. Marcellana, E. J. Gravador, R. T. Castro, A. D. Tan, R. Jimenez, R. Tiongco",2024,European Heart Journal,10.1093/eurheartj/ehae666.1627,https://www.semanticscholar.org/paper/cdb117636845cfb5b357e47db33432487d039237,Semantic Scholar
Prospective longitudinal evaluation of AI-ECG in newly diagnosed heart failure (PLANE-HF),"A. Alrumayh, M. Kelshiker, J. Mansell, M. Almonte, R. Rainer, A. Zahra, C. Kallis, A. Auton, C. Plymen, A. Sau, J. Quint, P. Bachtiger, N. Peters",2024,European Heart Journal,10.1093/eurheartj/ehae666.839,https://www.semanticscholar.org/paper/985149aa1c635868a63882b6d16668f47bea066e,Semantic Scholar
Heart-to-heart with ChatGPT: the impact of patients consulting AI for cardiovascular health advice,"A. D. Lautrup, Tobias Hyrup, Anna Schneider-Kamp, Marie Dahl, J. Lindholt, Peter Schneider-Kamp",2023,Open Heart,10.1136/openhrt-2023-002455,https://www.semanticscholar.org/paper/b512a7e756a8c8e0591dc2f1247e992ce3e4546e,Semantic Scholar
"Ultra-sensitive troponin-I and incident coronary heart disease, stroke, heart failure, cardiac arrhythmias, arterial aneurysms and venous thromboembolism hospitalizations","J. Empana, I. Lerner, M. Périer, P. Jabre, M. Andrieu, R. Climie, T. van Sloten, B. Vedie, D. Geromin, É. Marijon, N. Danchin, F. Thomas, P. Boutouyrie, X. Jouven",2022,European Heart Journal,10.1093/eurheartj/ehac544.2289,https://www.semanticscholar.org/paper/4b34c34612098f64b9f14e675c8519ca8346f968,Semantic Scholar
Patient Awareness of Heart Failure Diagnosis: A Community Study,"Stacie Shropshire, Matteo Fabbri, S. Manemann, Véronique L Roger, J. Killian, S. Weston, A. Chamberlain",2023,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.122.029284,https://www.semanticscholar.org/paper/cbc9287a9d0e3a2414d0e19775798c636e8633d1,Semantic Scholar
Machine-learning phenotyping of patients with functional mitral regurgitation undergoing transcatheter edge-to-edge repair: the MITRA-AI study,"F. D’Ascenzo, Filippo Angelini, C. Pancotti, P. Bocchino, C. Giannini, F. Finizio, M. Adamo, Victoria Camman, N. Morici, L. Perl, S. Muscoli, G. Crimi, P. Boretto, O. de Filippo, L. Baldetti, G. Biondi-Zoccai, F. Conrotto, Sonia Petronio, A. Giordano, R. Estévez-Loureiro, D. Stolfo, C. Templin, M. Chiarito, E. Cavallone, V. Dusi, G. Alunni, J. Oreglia, M. Iannaccone, M. Pocar, M. Pagnesi, S. Pidello, Ran Kornowski, Piero Fariselli, S. Frea, M. L. La Torre, C. Raineri, Giuseppe Patti, Italo Porto, A. Montefusco, S. Raposeiras Roubín, G. D. De Ferrari",2025,European Heart Journal. Digital Health,10.1093/ehjdh/ztaf006,https://www.semanticscholar.org/paper/0f0d0256a1873145c5ddada463fea4de8c7c17dd,Semantic Scholar
Towards Conversational Diagnostic AI,"Tao Tu, Anil Palepu, Mike Schaekermann, Khaled Saab, Jan Freyberg, Ryutaro Tanno, Amy Wang, Brenna Li, Mohamed Amin, Nenad Tomašev, Shekoofeh Azizi, Karan Singhal, Yong Cheng, Le Hou, Albert Webson, Kavita Kulkarni, S. Mahdavi, Christopher Semturs, Juraj Gottweis, Joelle K. Barral, Katherine Chou, Greg S. Corrado, Yossi Matias, A. Karthikesalingam, Vivek Natarajan",2024,ArXiv,10.48550/arXiv.2401.05654,https://www.semanticscholar.org/paper/021e6c5892347287182b405228fb22923691e3f0,Semantic Scholar
Fetal origins of adult disease: transforming prenatal care by integrating Barker’s Hypothesis with AI-driven 4D ultrasound,"W. Andonotopo, M. A. Bachnas, Muhammad Ilham Aldika Akbar, M. A. Aziz, Julian Dewantiningrum, M. B. A. Pramono, Sri Sulistyowati, Milan Stanojević, Asim Kurjak",2025,Journal of Perinatal Medicine,10.1515/jpm-2024-0617,https://www.semanticscholar.org/paper/d9a573302c9017eecbfdbf89b2fa4ae505c32266,Semantic Scholar
Explainable AI associates ECG aging effects with increased cardiovascular risk in a longitudinal population study,"Philip Hempel, A. H. Ribeiro, M. Vollmer, Theresa Bender, Marcus Dörr, Dagmar Krefting, Nicolai Spicher",2025,NPJ Digital Medicine,10.1038/s41746-024-01428-7,https://www.semanticscholar.org/paper/fcf6d362060e61064e355846724babc4772d1be1,Semantic Scholar
Artificial intelligence-enhanced electrocardiography to predict regurgitant valvular heart diseases: an international study.,"Yixiu Liang, A. Sau, B. Zeidaabadi, Joseph Barker, K. Patlatzoglou, L. Pastika, E. Sieliwonczyk, Z. Whinnett, Nicholas S. Peters, Ziqing Yu, Xi Liu, Shuo Wang, Hongyang Lu, Daniel B. Kramer, J. Waks, Yangang Su, J. Ge, F. S. Ng",2025,European heart journal,10.1093/eurheartj/ehaf448,https://www.semanticscholar.org/paper/f2ed01a53df33341391c74e62c3631a0efa71e26,Semantic Scholar
Learning dynamic treatment strategies for coronary heart diseases by artificial intelligence: real-world data-driven study,"Haihong Guo, Jiao Li, Hongyan Liu, Jun He",2022,BMC Medical Informatics and Decision Making,10.1186/s12911-022-01774-0,https://www.semanticscholar.org/paper/93c53d2bc86a2f2f4d065ffc8bcd07a6b8a8cdd5,Semantic Scholar
Abstract 4147292: An ECG-based Heart Failure Screening Tool for People with Sickle Cell Disease,"I. Karabayir, R. Davis, Lokesh K. Chinthala, Parul Rai, Dan McGuir, Jane S Hankins, O. Akbilgic",2024,Circulation,10.1161/circ.150.suppl_1.4147292,https://www.semanticscholar.org/paper/f5675bb701e5951ee67802719b3dc067919df221,Semantic Scholar
Non-Invasive Assessment of Lung Water Content Using Chest Patch RF Sensors: A Computer Study Using NIH Patients CT Scan Database and AI Classification Algorithms,"Christopher Leong, Yuanzhang Xiao, Z. Yun, M. Iskander",2023,IEEE Access,10.1109/ACCESS.2023.3238969,https://www.semanticscholar.org/paper/ef3840d93ca237af4802e0e215f787166498a428,Semantic Scholar
Use of artificial intelligence to assess genetic predisposition to develop critical COVID-19 disease: a comparative study of machine learning models,"Salomón Martín Pérez, Flora Sanchez Jimenez, Sandra Fuentes Cantero, Marta Jímenez Barragan, Catalina Sanchez Mora, Juan M. Borreguero Leon, Arrobas Velilla Teresa, Agustín Valido Morales, Juan A. Delgado Torralbo, Antonio León Justel",2025,Advances in Laboratory Medicine,10.1515/almed-2025-0073,https://www.semanticscholar.org/paper/6bb41cc06416444b58e24ae7ae37f5713395ad49,Semantic Scholar
Combination AI-Machine Learning to Diagnose Pulmonary Hypertension: A Real-World Evidence Cohort Study,"Seyed M. Shams, Mary E. Maldarelli, MD Steven Cassady, MD Gautam Ramani, PhD Colleen M. Ennett, Bradley A. Maron, Katarina Zeder",2025,,10.1101/2025.09.30.25336749,https://www.semanticscholar.org/paper/9b2e6c2b24d8ad7187af65d8c40b5639b2bae97b,Semantic Scholar
Transpulmonary Expression of Exosomal microRNAs in Idiopathic and Congenital Heart Disease–Related Pulmonary Arterial Hypertension,"Wei-Ting Chang, Wei-Chieh Lee, Yu‐Wen Lin, J. Shih, C. Hong, Zhih-Cherng Chen, Chun-Yuan Chu, Chih-Hsin Hsu",2023,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.123.031435,https://www.semanticscholar.org/paper/bd401702f0a19b33ba3d579a18fbcb9fb163cd3b,Semantic Scholar
CRISPR-based knockout and base editing confirm the role of MYRF in heart development and congenital heart disease,"Lino Doering, A. Cornean, T. Thumberger, Joergen Benjaminsen, Beate Wittbrodt, Tanja Kellner, Omar T. Hammouda, M. Gorenflo, J. Wittbrodt, J. Gierten",2023,Disease Models & Mechanisms,10.1242/dmm.049811,https://www.semanticscholar.org/paper/d567ac1c617cd2cc0a22ff130830c970c06b494b,Semantic Scholar
Evaluating the diagnostic and prognostic value of cardiac biomarkers for heart disease and major adverse cardiac events in patients with muscular dystrophy,"A. Nikhanj, B. Nichols, Kaiming Wang, Z. Siddiqi, G. Oudit",2020,European Heart Journal,10.1093/ehjci/ehaa946.3141,https://www.semanticscholar.org/paper/37be8a79d3a20ce4220fd25b7feae5a3951f5e9e,Semantic Scholar
Electrocardiogram machine learning for detection of cardiovascular disease in African Americans: the Jackson Heart Study,"James D Pollard, K. Haq, Katherine J Lutz, Nichole M. Rogovoy, Kevin A. Paternostro, E. Soliman, Joseph Maher, J. Lima, S. Musani, L. Tereshchenko",2021,European Heart Journal. Digital Health,10.1093/ehjdh/ztab003,https://www.semanticscholar.org/paper/b596f86e2e945fdffdc3144ee648b942e631d2ca,Semantic Scholar
Molecular mechanisms of diabetic heart disease: Insights from transcriptomic technologies,"M. Conning-Rowland, R. Cubbon",2023,Diabetes & Vascular Disease Research,10.1177/14791641231205428,https://www.semanticscholar.org/paper/7512fbf00deb60c5c53f96a1317f115556b91617,Semantic Scholar
Uncovering Disease Mechanisms through AI and Visual Computing: A Multi-Scale Approach to Biological Data Interpretation,Can Sinan Canpolat,2024,Next Frontier For Life Sciences and AI,10.62802/419m8z78,https://www.semanticscholar.org/paper/f9a5343c524c172434ee67d90f43167fe9c48231,Semantic Scholar
Revolutionizing Echocardiography: A Comparative Study of Advanced AI Models for Precise Left Ventricular Segmentation,"Dong Ok Kim, Minsu Chae, Hwamin Lee",2024,"International Journal on Advanced Science, Engineering and Information Technology",10.18517/ijaseit.14.3.18073,https://www.semanticscholar.org/paper/b5ace4192042f6ac28846055ab8b473ff775cfab,Semantic Scholar
Exploring optimal heart team protocol to improve decision-making stability for complex coronary artery disease: a sequential explanatory mixed method study.,"Hanping Ma, Shen Lin, Xi Li, K. Dou, Weixian Yang, W. Feng, Sheng Liu, Yuan Wu, Boshizhang Peng, Zhe Zheng",2021,European heart journal. Quality of care & clinical outcomes,10.1093/ehjqcco/qcab074,https://www.semanticscholar.org/paper/65275a7153b5dc790f27dfc46d840e90a3aa262a,Semantic Scholar
Simplified echocardiographic screening criteria for rheumatic heart disease,S. Kotit,2021,European Heart Journal,10.1093/eurheartj/ehab724.2790,https://www.semanticscholar.org/paper/81d91ed1b58c8c74d067bd607f920417a0f2afcb,Semantic Scholar
Cardiac Damage Staging in Valvular Heart Disease,"Miho Fukui, J. Cavalcante",2025,Journal of the Heart Valve Society,10.1177/30494826251370475,https://www.semanticscholar.org/paper/61b41564ab66a733e35f24038671267015d01d63,Semantic Scholar
Abstract P1157: Changes in Artificial Intelligence-Enabled Electrocardiogram-Derived Age During Mental Stress Testing and Risk of Major Adverse Cardiovascular Events in Patients With Coronary Heart Disease,"Jose Medina-Inojosa, Zachi Attia, V. Vaccarino, Anish S. Shah, B. Medina-Inojosa, Yi-An Ko, A. Alkhoder, E. Soliman, Suraj Kapa, A. Quyyumi, F. Lopez-Jimenez, Amit Shah",2025,Circulation,10.1161/cir.151.suppl_1.p1157,https://www.semanticscholar.org/paper/737f8bc52d512c7dda3910a777b8f2007c2c1381,Semantic Scholar
Angiopoietin-like 3 and subclinical peripheral arterial disease: Evidence from the Brisighella Heart Study,"M. Ruscica, C. Macchi, F. Fogacci, N. Ferri, E. Grandi, E. Rizzoli, S. D’Addato, C. Borghi, A. Cicero",2020,European Journal of Preventive Cardiology,10.1177/2047487319884378,https://www.semanticscholar.org/paper/eb0bfc0c3852decf6ca16965c7104b85620577b0,Semantic Scholar
Progression of Carcinoid Heart Disease in the Modern Management Era,"E. Baron, C. Szymanski, H. Hergault, C. Lepère, O. Dubourg, M. Hauguel-Moreau, N. Mansencal",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.120.020475,https://www.semanticscholar.org/paper/593b66ae87635b73adfdaad7eb146a465857d47d,Semantic Scholar
Prognostic value of cardiopulmonary exercise testing in valvular heart disease,"C. Cortina Camarero, M. Sarrion Catala, V. Suberviola Sanchez-Caballero, C. Beltrán Herrera, E. Gómez Mariscal, A. Cortes Bengiola, P. Martínez Losas, A. Sánchez Hernández, T. Nogales, R. Munoz Aguilera",2021,European Heart Journal,10.1093/eurheartj/ehab724.0126,https://www.semanticscholar.org/paper/6f454b51941efc17847b1f1c87945faa79dcd740,Semantic Scholar
Validation of the 4‐Item PRECISE‐DAPT Score: A SWEDEHEART Study,"A. Wester, M. Mohammad, G. Olivecrona, Jasminka Holmqvist, T. Yndigegn, S. Koul",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.121.020974,https://www.semanticscholar.org/paper/b3ac93925f731cf58b53451773ad4f31fe486ed2,Semantic Scholar
Physical activity trajectories are associated with the risk of all-cause and cardiovascular disease mortality in patients with coronary heart disease. A systematic review and meta-analysis,"N. Gonzalez, M. Wilhelm, Á. Arango, V. H. Gonzalez, C. Mesa, B. Minder, O. Franco, A. Bano",2021,European Heart Journal,10.1093/eurheartj/ehab724.2542,https://www.semanticscholar.org/paper/8946d4418ce0ce64ab2c715361cf4cdf8c806253,Semantic Scholar
From theoretical models to practical deployment: A perspective and case study of opportunities and challenges in AI-driven healthcare research for low-income settings,"F. Krones, Benjamin Walker",2023,,10.1101/2023.12.26.23300539,https://www.semanticscholar.org/paper/77e17832bbafda1dba494e03b00e82b22f7de7c0,Semantic Scholar
Importance of model governance in clinical AI models: case study on the relevance of data drift detection,"Joris P van der Vorst, J. M. Smit, Davy van de Sande, Björn van der Ster, F. Daams, Renske Schasfoort, D. Gommers, C. Verhoef, D. Grünhagen, M. V. van Genderen, Denise E. Hilling",2025,BMJ Digital Health &amp; AI,10.1136/bmjdhai-2025-000046,https://www.semanticscholar.org/paper/d80d3b16410ac58b32f61109082391f3f2fed5d8,Semantic Scholar
Echocardiographic scores for biventricular repair risk prediction of congenital heart disease with borderline left ventricle: a review,"M. Cantinotti, P. Marchese, R. Giordano, E. Franchi, N. Assanta, M. Koestenberger, V. Jani, Sophie Duignan, S. Kutty, C. McMahon",2022,Heart Failure Reviews,10.1007/s10741-022-10230-0,https://www.semanticscholar.org/paper/505ea76afc19f09be2add0fd63b4f93b4e34a728,Semantic Scholar
Central Aortic Pressure and Arterial Stiffness in Parkinson's Disease: A Comparative Study,"M. Balal, M. Demirkıran, S. Paydaş",2022,Parkinson's Disease,10.1155/2022/6723950,https://www.semanticscholar.org/paper/3d201454732fdd65290e4225294e4028ba07076b,Semantic Scholar
Monitoring of cerebral high intensity transient signals during catheter interventions and surgery for congenital heart disease in infants using NeoDoppler,"M. Leth-Olsen, G. Doehlen, H. Torp, S. A. Nyrnes",2021,European Heart Journal - Cardiovascular Imaging,10.1093/EHJCI/JEAA356.403,https://www.semanticscholar.org/paper/728f2b6590240b56c793db1887c1c5226615cf73,Semantic Scholar
Imaging of the brain–heart axis: prognostic value in a European setting,"N. Mikail, D. Sager, P. Gebert, Ahmed Haider, A. Todorov, S. Bengs, Noemi Sablonier, Isabelle Glarner, Adriana Vinzens, Nastaran Sang Bastian, Gioia Epprecht, Claudia Sütsch, Alessia Delcò, Michael Fiechter, Angela Portmann, Valerie Treyer, Susanne Wegener, Christoph Gräni, A. Pazhenkottil, Caroline E. Gebhard, V. Regitz-Zagrosek, Felix C Tanner, Philipp A. Kaufmann, R. Buechel, A. Rossi, C. Gebhard",2024,European Heart Journal,10.1093/eurheartj/ehae162,https://www.semanticscholar.org/paper/47af8d9bf332e3e10c092fc614c9220cc781b678,Semantic Scholar
Mixed valvular heart disease: diagnosis and management.,"P. Unger, X. Galloo, Philippe Pibarot",2025,European heart journal,10.1093/eurheartj/ehaf116,https://www.semanticscholar.org/paper/b678fbca957fbdd202fc06a9272d82e02098d4c2,Semantic Scholar
Prediction of depression among patients with cardiovascular disease scheduled cardiac surgery using an AI-empowered pipeline,"V. Pezoulas, K. Nowakowska, J. Kaźmierski, D. Fotiadis, A. Sakellarios",2022,European Heart Journal,10.1093/eurheartj/ehac544.2428,https://www.semanticscholar.org/paper/6627ca4f80ab2c916c9135f679381599036c0171,Semantic Scholar
